PropType,Taxkey,Address,CondoProject,District,Nbhd,Style,Extwall,Stories,Year_Built,Nr_of_rms,Fin_sqft,Units,Bdrms,Fbath,Hbath,Lotsize,Sale_date,Sale_price 
Residential,7160103000,6716 S 20TH ST,,13,4920,Ranch,Aluminum / Vinyl,1,1961,0,985,1,3,2,0,6000,2016-11,128500
Residential,5490615000,3503 S 3RD ST,,13,4620,Ranch,Aluminum / Vinyl,1,1942,0,939,1,3,1,0,5310,2016-11,115000
Residential,5521018000,3736 S 25TH ST,,13,4360,Ranch,Aluminum / Vinyl,1,1954,0,936,1,3,1,0,5350,2016-11,112900
Residential,5829970000,4278 S PINE AV,,13,4700,Ranch,Frame,1,1950,0,716,1,2,1,0,5460,2016-11,85000
Residential,6909918000,2240 W MANGOLD AV,,13,4860,Residence O/S,Aluminum / Vinyl,1,1928,0,1402,1,3,1,0,16320,2016-11,96000
Residential,5810294000,4119 S WHITNALL AV,,13,4700,Rm or Rooming House,Aluminum / Vinyl,1.5,1929,0,812,1,1,1,0,0,2016-11,182000
Residential,6680615000,5616 S 29TH ST,,13,4840,Townhouse,Aluminum / Vinyl,2,1967,0,2248,2,6,2,2,7239,2016-11,215000
Residential,5480623000,3551 S PINE AV,,14,4620,Cape Cod,Aluminum / Vinyl,1,1941,0,1445,1,4,2,0,4838,2016-11,235000
Residential,5380314000,708 E EUCLID AV,,14,4580,Cape Cod,Brick,1,1951,0,1195,1,2,1,1,5640,2016-11,156000
Residential,5470506000,3897 S HANSON AV,,14,4620,Cape Cod,Aluminum / Vinyl,1,1951,0,1087,1,3,1,0,6785,2016-11,119500
Residential,5400623000,2205 E OKLAHOMA AV,,14,4600,Cape Cod,Aluminum / Vinyl,1,1937,0,948,1,2,1,0,3510,2016-11,107000
Residential,5070745000,605 W DAKOTA ST,,14,4180,Colonial,Brick,2,1980,0,1760,1,3,1,1,3401,2016-11,120000
Residential,5469969000,1913 E MORGAN AV,,14,4620,Colonial,Masonry / Frame,2,1947,0,1036,1,2,1,1,4428,2016-11,89000
Residential,4991960000,2408 S WILLIAMS ST,,14,4910,Cottage,Fiber-Cement,1.5,2012,0,1496,1,2,1,1,3500,2016-11,274900
Residential,4990427000,336 E DOVER ST,,14,4910,Dplx Bungalow,Aluminum / Vinyl,1.5,1926,0,1764,2,4,2,0,3502,2016-11,190000
Residential,5479896000,1307 E SAVELAND AV,,14,4620,Dplx Bungalow,Frame,1,1926,0,1369,2,3,2,0,6750,2016-11,150000
Residential,5381532000,426 E OHIO AV,,14,4580,Duplex N/S,Block,1,1961,0,1960,2,4,2,0,5280,2016-11,250000
Residential,5410381000,3449 S DELAWARE AV,,14,4600,Duplex N/S,Aluminum / Vinyl,1.5,1970,0,1941,2,5,2,0,4800,2016-11,220000
Residential,5361101000,3201 S 10TH ST,,14,4520,Duplex N/S,Aluminum / Vinyl,1.5,1941,0,1744,2,4,2,1,4636,2016-11,143500
Residential,5400086000,3332 S SPRINGFIELD AV,,14,4610,Duplex N/S,Aluminum / Vinyl,1.5,1952,0,1468,2,3,2,0,4800,2016-11,134500
Residential,5010323000,2511 S SUPERIOR ST,,14,4560,Duplex O/S,Frame,2,1880,0,1812,2,4,2,0,7500,2016-11,222500
Residential,5410226000,3336 S DELAWARE AV,,14,4600,Milwaukee Bungalow,Aluminum / Vinyl,1,1925,0,1544,1,3,1,1,3600,2016-11,267000
Residential,5000629000,1625 E PRYOR AV,,14,4540,Milwaukee Bungalow,Aluminum / Vinyl,1,1916,0,1398,1,3,1,0,3800,2016-11,179200
Residential,5390054000,3155 S NEVADA ST,,14,4580,Milwaukee Bungalow,Aluminum / Vinyl,1,1930,0,1390,1,4,2,0,3750,2016-11,258400
Residential,4992019000,2523 S WILLIAMS ST,,14,4910,Milwaukee Bungalow,Aluminum / Vinyl,1,1925,0,1222,1,4,1,0,4500,2016-11,160000
Residential,5040744000,2913 S HERMAN ST,,14,4500,Milwaukee Bungalow,Frame,1.5,1923,0,1129,1,2,1,0,3870,2016-11,215000
Residential,4991268100,2454 S HOWELL AV,,14,4910,Ranch,Aluminum / Vinyl,1,1969,0,1150,1,3,1,0,7200,2016-11,167500
Residential,5380005000,708 E HOLT AV,,14,4580,Ranch,Aluminum / Vinyl,1,1952,0,672,1,2,1,0,5670,2016-11,102000
Residential,5000212000,2351 S LOGAN AV,,14,4910,Residence O/S,Aluminum / Vinyl,1,1900,0,1810,1,3,2,0,7500,2016-11,284000
Residential,5381264000,233 E OKLAHOMA AV,,14,4580,Residence O/S,Aluminum / Vinyl,1.5,1880,0,1582,1,4,2,0,3870,2016-11,182500
Residential,4660050000,2210 S WOODWARD ST,,14,4510,Residence O/S,Aluminum / Vinyl,1,1900,0,1432,1,4,2,0,6400,2016-11,182900
Residential,5041137000,1310 E IDAHO ST,,14,4500,Residence O/S,Aluminum / Vinyl,1,1897,0,1120,1,2,1,0,1890,2016-11,94500
Residential,3503322000,2327 W VINE ST,,15,3000,Colonial,Aluminum / Vinyl,2,1996,0,1152,1,3,1,0,5640,2016-11,68950
Residential,3501362100,1822 N 26TH ST,,15,3000,Duplex O/S,Aluminum / Vinyl,2,1891,0,2106,2,4,2,0,7925,2016-11,30000
Residential,3112074100,2724 N 17TH ST,,15,2950,Residence O/S,Frame,1,1894,0,1138,1,3,1,1,7200,2016-11,39500
Condominium,780158000,7968 N 107TH ST,ARBOR RIDGE,9,5103,APARTMENT,,1,1999,5,1125,1,2,2,0,0,2016-11,86000
Condominium,5010475100,2525 S SHORE DR,BAYVIEW TERRACE,14,5293,HI-RISE,,1,1965,3,860,1,1,1,0,0,2016-11,103500
Condominium,3541152000,2027 N RIVERWALK WA,BEERLINE RIVER HOMES,6,5939,TOWNHOUSE,,3,2002,5,2237,1,2,2,1,0,2016-11,395000
Condominium,3922832000,270 E HIGHLAND AV,BLATZ ,4,5901,APARTMENT,,1,1901,5,1120,1,2,2,0,0,2016-11,209000
Condominium,3960189000,234317 N BROADWAY ,BROADWAY CONDOMINIUM,4,5390,APARTMENT,,1,1893,4,959,1,2,2,0,0,2016-11,192000
Condominium,3960190000,234318 N BROADWAY ,BROADWAY CONDOMINIUM,4,5390,APARTMENT,,1,1893,3,756,1,1,1,0,0,2016-11,110000
Condominium,3551932000,2024 N CAMBRIDGE AV,CAMBRIDGE CROSSING TOWNHOMES,3,5412,TOWNHOUSE,,3.5,2007,5,2028,1,2,2,1,0,2016-11,314900
Condominium,3922496200,1085B W WELLS ST,CAWKER BUILDING,4,5995,APARTMENT,,1,1897,4,1374,1,3,2,0,0,2016-11,280000
Condominium,3930912000,1111 N MARSHALL ST,CITY GREEN CONDOMINIUM,4,5906,APARTMENT,,1,2007,4,1377,1,1,1,1,0,2016-11,382500
Condominium,3960438000,239 E CHICAGO ST,CITYSIDE PLAZA,4,5384,WAREHOUSE,,0,1915,0,1510,1,2,2,0,0,2016-11,392000
Condominium,3531417000,234 E RESERVOIR AV,COBBLERS LOFTS,6,5945,apartment,,1,1917,4,1445,1,2,2,0,0,2016-11,231500
Condominium,3531413000,234 E RESERVOIR AV,COBBLERS LOFTS,6,5945,apartment,,1,1917,3,852,1,1,1,0,0,2016-11,146500
Condominium,3930651000,1108 N MILWAUKEE ST,COURTYARD SQUARE,4,5987,APARTMENT,,1,1983,5,975,1,2,2,0,0,2016-11,160000
Condominium,3930734000,1108 N MILWAUKEE ST,COURTYARD SQUARE,4,5987,APARTMENT,,1,1983,5,975,1,2,2,0,0,2016-11,163000
Condominium,3930737000,1108 N MILWAUKEE ST,COURTYARD SQUARE,4,5987,APARTMENT,,1,1983,5,975,1,2,2,0,0,2016-11,159000
Condominium,3930512100,777 N PROSPECT AV,CUDAHY CONDOS,4,5991,APARTMENT,,1,1907,5,2030,1,2,2,0,0,2016-11,645000
Condominium,3930507100,777 N PROSPECT AV,CUDAHY CONDOS,4,5991,APARTMENT,,1,1907,6,1750,1,2,2,0,0,2016-11,625000
Condominium,3930474100,777 N PROSPECT AV,CUDAHY CONDOS,4,5991,APARTMENT,,1,1907,6,1707,1,2,2,0,0,2016-11,489900
Condominium,3591264000,1633 N PROSPECT AV,DIAMOND TOWER,3,5920,HI-RISE,,1,1982,4,1084,1,2,2,0,0,2016-11,202000
Condominium,3591239000,1633 N PROSPECT AV,DIAMOND TOWER,3,5920,HI-RISE,,1,1982,4,887,1,1,1,0,0,2016-11,175275
Condominium,3541805000,1902 N COMMERCE ST,EDGE CONDOMINIUMS,6,5825,APARTMENT,,1,2010,4,1194,1,2,2,0,0,2016-11,244000
Condominium,3601451000,1501 N MARSHALL ST,GRAHAM ROW CONDOMINIUM,3,5943,TOWNHOUSE,,2.5,1889,9,2756,1,4,3,0,0,2016-11,230000
Condominium,4290189000,601 E ERIE ST,HARBOR FRONT,4,5392,APARTMENT,,1,2004,6,2574,1,2,3,0,0,2016-11,974000
Condominium,4290294000,541 E ERIE ST,HARBOR FRONT,4,5392,APARTMENT,,1,2006,4,1335,1,2,2,0,0,2016-11,540000
Condominium,2812760000,3059 N WEIL ST,HI-FI LOFTS CONDOMINIUMS,3,5720,APARTMENT,,1,1904,4,803,1,1,1,0,0,2016-11,134000
Condominium,3922683000,923 E KILBOURN AV,KILBOURN TOWER,4,5992,APARTMENT,,1,2005,6,3430,1,3,3,1,0,2016-11,1300000
Condominium,3922636000,923 E KILBOURN AV,KILBOURN TOWER,4,5992,APARTMENT,,1,2005,5,2415,1,2,2,0,0,2016-11,625000
Condominium,3601183000,1028 E JUNEAU AV,KNICKERBOCKER ON THE LAKE,4,5960,MIXED STYLES,,1,1927,1,325,1,0,1,0,0,2016-11,66000
Condominium,3600959000,1229303 N JACKSON ST,L'HERMITAGE CONDOMINIUM,4,5975,APARTMENT,,1,1981,5,1279,1,2,2,0,0,2016-11,259900
Condominium,3561455000,1812 E LAFAYETTE PL,LAFAYETTE HILL,3,5913,Apartment,,1,2003,4,1340,1,2,2,0,0,2016-11,245000
Condominium,3591708000,1660 N PROSPECT AV,LANDMARK ON THE LAKE,4,5921,APARTMENT,,1,1990,4,996,1,2,2,0,0,2016-11,240000
Condominium,3591718000,1660 N PROSPECT AV,LANDMARK ON THE LAKE,4,5921,APARTMENT,,1,1990,4,733,1,1,1,0,0,2016-11,180000
Condominium,3960308000,191 N BROADWAY ,LOFTS ON BROADWAY,4,5389,APARTMENT,,1,1895,4,1234,1,1,2,0,0,2016-11,330000
Condominium,4290387000,311 E ERIE ST,MARINE TERMINAL LOFTS,4,5393,APARTMENT,,2,2006,4,1339,1,1,1,1,0,2016-11,380000
Condominium,1470017000,11910 W MILL RD,MILL VALLEY,5,5170,MIXED STYLES,,1,1971,4,865,1,2,1,1,0,2016-11,73000
Condominium,3541478000,2043 N COMMERCE ST,PARK TERRACE ROW HOUSES,6,5977,TOWNHOUSE,,3,2005,5,1376,1,2,2,0,0,2016-11,218000
Condominium,720801000,9718 W TOWER AV,PARKWAY VILLAGE (PHASE IV),9,5093,RANCH,,1,1992,4,1068,1,2,2,1,0,2016-11,90000
Condominium,4280900100,106 W SEEBOTH ST,POINT ON THE RIVER CONDOS,12,5388,APARTMENT,,1,2006,3,2180,1,3,2,1,0,2016-11,779000
Condominium,4280779000,106 W SEEBOTH ST,POINT ON THE RIVER CONDOS,12,5388,APARTMENT,,1,2006,3,678,1,1,1,0,0,2016-11,200000
Condominium,5301604000,3239312 S 58TH ST,RED OAKS V,11,5304,APARTMENT,,1,1980,3,751,1,1,1,0,0,2016-11,52000
Condominium,3930318100,929 N ASTOR ST,REGENCY HOUSE,4,5990,HI-RISE,,1,1968,3,819,1,1,1,1,0,2016-11,147000
Condominium,3970621000,102 N WATER ST,RIVER RENAISSANCE,4,5382,Apartment,,1,2008,5,1140,1,2,2,0,0,2016-11,310000
Condominium,3970578000,102 N WATER ST,RIVER RENAISSANCE,4,5382,Apartment,,1,2008,4,1135,1,1,1,1,0,2016-11,295000
Condominium,3541556000,1905 N WATER ST,RIVERBRIDGE,3,5964,apartment,,1,2005,6,1546,1,2,2,0,0,2016-11,217000
Condominium,3970318000,201 N WATER ST,RIVERWALK PLAZA,4,5395,APARTMENT,,1,1889,2,1653,1,1,2,0,0,2016-11,385000
Condominium,430179000,8605102 N SERVITE DR,SERVITE WOODS (ATRIUM),9,5070,MIXED STYLES,,1,1974,5,1056,1,2,1,1,0,2016-11,33900
Condominium,3551643000,1550 E ROYALL PL,STERLING CONDOMINIUM,3,5855,APARTMENT,,1,2005,4,1457,1,2,2,0,0,2016-11,330000
Condominium,3551632000,1550 E ROYALL PL,STERLING CONDOMINIUM,3,5855,APARTMENT,,1,2005,3,895,1,1,1,0,0,2016-11,173000
Condominium,3930839100,825 N PROSPECT AV,UNIVERSITY CLUB TOWER CONDOS,4,5994,APARTMENT,,1,2007,11,6411,1,3,4,2,0,2016-11,4000000
Condominium,2620849000,3749201 N 88TH ST,VILLA DU COURS (ELEVATOR),5,5220,APARTMENT,,1,1974,4,1015,1,2,1,1,0,2016-11,49900
Condominium,2620909000,3635107 N TUCKER PL,VILLA DU COURS (ELEVATOR),5,5220,APARTMENT,,1,1974,4,1015,1,2,1,1,0,2016-11,51000
Condominium,3540974000,904106 E PEARSON ST,WESTERN LEATHER LOFTS,3,5982,APARTMENT,,2,1889,4,1120,1,2,1,1,0,2016-11,237500
Condominium,440040000,8747 N 72ND ST,WHISPERING HILLS (WALK-UP),9,5080,BILEVEL,,1,1972,4,941,1,2,1,1,0,2016-11,28500
Condominium,3910772000,606 W WISCONSIN AV,WISCONSIN TOWER,4,5999,Apartment,,1,1929,3,796,1,1,1,0,0,2016-11,120000
Lg Apartment,2450483000,2627 W HOPE AV,,1,6691,Apartment:  Units,,2,1954,0,4584,1,0,0,0,6600,2016-11,140000
Lg Apartment,2310108000,4300 N 27TH ST,"12: 1-Br ,8: 2-Br ",1,6875,"Apartment: 12: 1-Br ,8: 2-Br  Units",,2,1952,0,14786,1,0,0,0,33721,2016-11,420000
Lg Apartment,3201225000,1225 E WRIGHT ST,"2: 1-Br ,4: 2-Br ",3,6760,"Apartment: 2: 1-Br ,4: 2-Br  Units",,2,1910,0,3802,1,0,0,0,3000,2016-11,273275
Lg Apartment,3210602000,2433 N FRATNEY ST,"2: 1-Br ,2: 2-Br ",3,6760,"Apartment: 2: 1-Br ,2: 2-Br  Units",,2,1892,0,2376,1,0,0,0,3600,2016-11,210000
Lg Apartment,3540709000,1022 E PEARSON ST,4: 2-Br ,3,6750,Apartment: 4: 2-Br  Units,,2,1890,0,4418,1,0,0,0,5000,2016-11,367000
Lg Apartment,4010907100,2829 W WISCONSIN AV,12: 1-Br ,4,6976,Apartment: 12: 1-Br  Units,,3,1964,0,19884,1,0,0,0,10390,2016-11,700000
Lg Apartment,2240336000,8125 W HAMPTON AV,4: 1-Br ,5,6673,Apartment: 4: 1-Br  Units,,2,1957,0,2600,1,0,0,0,4800,2016-11,115000
Lg Apartment,2520019000,4278 N 84TH ST,4: 2-Br ,5,6650,Apartment: 4: 2-Br  Units,,2,1957,0,3174,1,0,0,0,9750,2016-11,207000
Lg Apartment,2811746000,3368 N BOOTH ST,6: 2-Br ,6,6760,Apartment: 6: 2-Br  Units,,2,1913,0,5170,1,0,0,0,3600,2016-11,320000
Lg Apartment,3101395000,2208 W LOCUST ST,7: 2-Br ,7,6701,Apartment: 7: 2-Br  Units,,2,1927,0,8215,1,0,0,0,6930,2016-11,75000
Lg Apartment,4590735000,1721 S 24TH ST,4: 2-Br ,8,6780,Apartment: 4: 2-Br  Units,,2,1910,0,3284,1,0,0,0,4200,2016-11,112500
Lg Apartment,1439993110,8940 W MILL RD,,9,6620,Apartment:  Units,,2,1966,0,17213,1,0,0,0,32340,2016-11,762000
Lg Apartment,1399740111,6425 N 54TH ST,6: 2-Br ,9,6612,Apartment: 6: 2-Br  Units,,2,1962,0,4618,1,0,0,0,13238,2016-11,185000
Lg Apartment,3680306000,5701 W GALENA ST,4: 2-Br ,10,6710,Apartment: 4: 2-Br  Units,,2,1924,0,4066,1,0,0,0,6545,2016-11,235000
Lg Apartment,5319916000,4625 W OKLAHOMA AV,"1: 1-Br ,3: 2-Br ",11,6830,"Apartment: 1: 1-Br ,3: 2-Br  Units",,2,1951,0,2750,1,0,0,0,9044,2016-11,217000
Lg Apartment,5299988000,6257 W OKLAHOMA AV,"2: 1-Br ,2: 2-Br ",11,6830,"Apartment: 2: 1-Br ,2: 2-Br  Units",,2,1957,0,2719,1,0,0,0,9600,2016-11,200000
Lg Apartment,5310350000,4924 W FOREST HOME AV,8: 1-Br ,11,6830,Apartment: 8: 1-Br  Units,,2,1953,0,4448,1,0,0,0,9120,2016-11,323000
Lg Apartment,5310406000,3135 S 47TH ST,8: 1-Br ,11,6830,Apartment: 8: 1-Br  Units,,2,1952,0,4448,1,0,0,0,10750,2016-11,324000
Lg Apartment,5310408000,3157 S 47TH ST,8: 1-Br ,11,6830,Apartment: 8: 1-Br  Units,,2,1952,0,4448,1,0,0,0,10750,2016-11,321000
Lg Apartment,5310409000,3169 S 47TH ST,8: 1-Br ,11,6830,Apartment: 8: 1-Br  Units,,2,1952,0,4448,1,0,0,0,10750,2016-11,328000
Lg Apartment,5310449000,3201 S 48TH ST,8: 1-Br ,11,6830,Apartment: 8: 1-Br  Units,,2,1952,0,4448,1,0,0,0,9625,2016-11,324000
Lg Apartment,5310450000,3215 S 48TH ST,8: 1-Br ,11,6830,Apartment: 8: 1-Br  Units,,2,1952,0,4448,1,0,0,0,9625,2016-11,324000
Lg Apartment,5350720000,1825 W OKLAHOMA AV,8: 1-Br ,13,6840,Apartment: 8: 1-Br  Units,,2,1956,0,5048,1,0,0,0,10045,2016-11,390000
Lg Apartment,3660534000,3911 W VLIET ST,"2: 1-Br ,2: 2-Br ",15,6700,"Apartment: 2: 1-Br ,2: 2-Br  Units",,2,1905,0,2778,1,0,0,0,3600,2016-11,43000
Commercial,4681731000,2266 S 13TH ST,,12,6417,"Bank, Savings & Loan",,1,1966,0,12480,1,0,0,0,43344,2016-11,1256805
Commercial,5569978110,5401 W MORGAN AV,,11,6288,"Bank, Savings & Loan",,1,1971,0,7454,1,0,0,0,14245,2016-11,220000
Commercial,2822626000,103 E KEEFE AV,,6,6240,Billboard,,0,0,0,0,1,0,0,0,5375,2016-11,70000
Commercial,2909993000,6798 W APPLETON AV,,10,6475,Motel,,2,1960,0,11520,1,0,0,0,16800,2016-11,1000000
Commercial,4280264100,228 S 1ST ST,,12,6275,Multi Story Warehouse,,2,1899,0,7400,1,0,0,0,14000,2016-11,1100000
Commercial,690051000,8316 N STEVEN RD,,9,6453,Office Warehouse Park - multi tenants,,1,1992,0,25558,1,0,0,0,114998,2016-11,675000
Commercial,4280581100,420 S 1ST ST,,12,6275,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1948,0,42479,1,0,0,0,94961,2016-11,1825000
Commercial,3211341000,2431 N HOLTON ST,,6,6260,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1949,0,12480,1,0,0,0,7800,2016-11,373000
Commercial,4699986000,1910 W BECHER ST,,12,6278,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1920,0,9301,1,0,0,0,6900,2016-11,150000
Commercial,3922442000,107 E WELLS ST,,4,6460,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1883,0,8694,1,0,0,0,5923,2016-11,500000
Commercial,4310900000,924 S 5TH ST,,12,6275,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1890,0,2800,1,0,0,0,3500,2016-11,183895
Commercial,3560286000,2043 E NORTH AV,,3,6262,Store Building - Multiple Tenants,,1,2007,0,6114,1,0,0,0,6052,2016-11,2150000
Commercial,4681711000,2200 S 13TH ST,,12,6281,Super Market,,1,1981,0,9020,1,0,0,0,16374,2016-11,635000
Commercial,4340558000,2624 W GREENFIELD AV,,8,6277,Warehouse Building - 1 Story,,1,1920,0,6885,1,0,0,0,7416,2016-11,246000
Vacant Land,3882217100,2920 W KILBOURN AV,,4,6876,Commercial Land,,0,0,0,0,1,0,0,0,17625,2016-11,2500
Vacant Land,3541921000,715 E PEARSON ST,,3,3240,**,,0,0,0,0,0,0,0,0,2500,2016-11,26000
Vacant Land,3590250000,1314 E ALBION ST,,3,3240,**,,0,0,0,0,0,0,0,0,2800,2016-11,95000
Residential,1919792000,5269 N SHERMAN BL,,1,1140,Duplex N/S,Brick,2,1955,0,2102,2,4,2,0,5040,2016-12,60000
Residential,1930805000,5231 N 27TH ST,,1,1200,Ranch,Aluminum / Vinyl,1,1951,0,1189,1,2,1,0,5978,2016-12,65000
Residential,1580151000,6001 N 35TH ST,,1,900,Ranch,Block,1,1953,0,1132,1,2,1,0,5160,2016-12,44000
Residential,1580316000,6124 N 38TH ST,,1,900,Residence O/S,Frame,2,1929,0,1465,1,4,1,1,4800,2016-12,46500
Residential,1959930100,1333 W SILVER SPRING DR,,1,1220,Residence O/S,Aluminum / Vinyl,1,1918,0,972,1,3,1,0,7000,2016-12,77000
Residential,1750392000,5745 N 75TH ST,,2,980,Cape Cod,Frame,1,1964,0,1311,1,4,1,1,4800,2016-12,88000
Residential,2120443000,4963 N 72ND ST,,2,1480,Cape Cod,Stone,1,1941,0,1116,1,2,1,0,8100,2016-12,57000
Residential,2510331000,4041 N 69TH ST,,2,1480,Duplex N/S,Brick,2,1956,0,2880,2,6,2,0,6120,2016-12,75000
Residential,2650056000,3957 N 62ND ST,,2,1940,Duplex N/S,Masonry / Frame,2,1962,0,2780,2,6,3,2,5330,2016-12,154000
Residential,1780353000,5764 N 94TH ST,,2,1020,Duplex N/S,Aluminum / Vinyl,1.5,1973,0,2057,2,5,2,0,5082,2016-12,67500
Residential,2130118000,5138 N 77TH ST,,2,1400,Duplex N/S,Aluminum / Vinyl,2,1955,0,2040,2,6,2,0,7473,2016-12,73000
Residential,1750795000,5834 N 69TH ST,,2,960,Duplex N/S,Frame,2,1963,0,2016,2,6,2,0,4800,2016-12,62500
Residential,2650132000,3930 N 67TH ST,,2,1940,Duplex N/S,Stone,2,1948,0,1900,2,4,2,0,5125,2016-12,85000
Residential,2261045000,4371 N 66TH ST,,2,1490,Duplex N/S,Aluminum / Vinyl,1.5,1957,0,1509,2,3,2,0,5250,2016-12,74000
Residential,2120688000,4826 N 70TH ST,,2,1480,Milwaukee Bungalow,Aluminum / Vinyl,1,1930,0,1471,1,3,2,0,5200,2016-12,69900
Residential,1510089000,9610 W KAUL AV,,2,50,Ranch,Masonry / Frame,1,1963,0,1187,1,3,1,0,6672,2016-12,114999
Residential,1750456000,7203 W CARMEN AV,,2,980,Ranch,Aluminum / Vinyl,1,1955,0,1075,1,3,1,0,5400,2016-12,65000
Residential,1870155000,8145 W SCRANTON PL,,2,1400,Ranch,Aluminum / Vinyl,1,1956,0,1025,1,3,1,1,6240,2016-12,105000
Residential,1780255000,5605 N 95TH ST,,2,1020,Ranch,Stucco,1,1958,0,988,1,3,1,0,5280,2016-12,61000
Residential,2251178000,4316 N 71ST ST,,2,1480,Ranch,Aluminum / Vinyl,1,1955,0,972,1,3,2,0,6100,2016-12,104900
Residential,2120401000,4977 N 74TH ST,,2,1480,Ranch,Aluminum / Vinyl,1,1939,0,948,1,3,1,0,9636,2016-12,65000
Residential,1520228000,8764 W WINFIELD AV,,2,700,Ranch,Aluminum / Vinyl,1,1957,0,911,1,3,1,0,7169,2016-12,78000
Residential,2130392000,5071 N 76TH ST,,2,1400,Ranch,Aluminum / Vinyl,1,1956,0,907,1,3,1,0,8662,2016-12,52894
Residential,2260040000,4525 N 64TH ST,,2,1490,Ranch,Brick,1,1954,0,903,1,2,1,0,5330,2016-12,45000
Residential,1890118110,5309 N 64TH ST,,2,1140,Ranch,Aluminum / Vinyl,1,1953,0,796,1,3,1,0,6216,2016-12,53400
Residential,2260233000,6031 W LINCOLN CREEK DR,,2,1490,Ranch,Aluminum / Vinyl,1,1945,0,672,1,2,1,0,6750,2016-12,42000
Residential,2140030000,8600 W LANCASTER AV,,2,1400,Townhouse,Masonry / Frame,2,1977,0,3071,2,6,2,3,22244,2016-12,120000
Residential,1450031000,10237 W KIEHNAU AV,,2,820,Townhouse,Aluminum / Vinyl,2,1969,0,2785,2,6,2,2,9375,2016-12,114000
Residential,2800601000,3463 N DOUSMAN ST,,3,3320,Cape Cod,Masonry / Frame,1,1954,0,1404,1,4,1,0,4838,2016-12,153000
Residential,2801134000,3269 N OAKLAND AV,,3,3160,Cape Cod,Aluminum / Vinyl,1,1946,0,700,1,2,1,0,3600,2016-12,136900
Residential,3180034000,2550 N TERRACE AV,,3,3060,Colonial,Brick,2,1908,0,3632,1,5,3,1,5800,2016-12,725000
Residential,2790014000,3415 N MARYLAND AV,,3,3060,Colonial,Brick,2,1922,0,2301,1,3,1,1,9750,2016-12,390000
Residential,3210618000,2422 N PIERCE ST,,3,2890,Cottage,Frame,1,1900,0,1126,1,3,1,0,3720,2016-12,48000
Residential,3560905000,2116 N OAKLAND AV,,3,3190,Duplex O/S,Frame,2,1912,0,2032,2,4,2,0,4080,2016-12,214900
Residential,3160019000,2720 N OAKLAND AV,,3,3170,Duplex O/S,Aluminum / Vinyl,2,1892,0,1785,2,4,2,0,3600,2016-12,165000
Residential,3161275000,2734 N PROSPECT AV,,3,3170,Milwaukee Bungalow,Masonry / Frame,1.5,1910,0,2986,1,4,3,0,4880,2016-12,572500
Residential,3150446000,3022 N CAMBRIDGE AV,,3,3150,Milwaukee Bungalow,Brick,1,1926,0,1762,1,4,2,0,4484,2016-12,235000
Residential,2801338000,3470 N NEWHALL ST,,3,3150,Milwaukee Bungalow,Frame,1,1923,0,962,1,3,1,0,3600,2016-12,128000
Residential,3160824000,2920 N CRAMER ST,,3,3160,Residence O/S,Frame,2,1908,0,3161,1,5,2,1,4800,2016-12,314000
Residential,3160348000,3051 N MURRAY AV,,3,3160,Residence O/S,Frame,2,1910,0,1892,1,4,1,1,4800,2016-12,225000
Residential,3170301000,2718 N DOWNER AV,,3,3170,Residence O/S,Frame,2,1903,0,1622,1,4,1,1,4800,2016-12,323000
Residential,3150139000,1707 E RIVERSIDE PL,,3,3190,Residence O/S,Frame,1.5,1905,0,1429,1,3,2,0,3030,2016-12,200000
Residential,3550169000,1928 N WARREN AV,,3,3240,Rm or Rooming House,Stucco,2,1915,0,1472,2,4,2,0,0,2016-12,266400
Residential,3600566000,1635 N ASTOR ST,,3,3240,Triplex,Brick,2,1884,0,3824,3,5,3,0,7680,2016-12,393500
Residential,1109950311,7530 N 107TH ST,,5,440,Cape Cod,Masonry / Frame,1.5,1948,0,2173,1,4,2,1,21780,2016-12,185000
Residential,2610832000,3436 N 96TH ST,,5,2100,Cape Cod,Aluminum / Vinyl,1.5,1952,0,1586,1,5,2,0,6000,2016-12,177900
Residential,3031004000,2868 N 83RD ST,,5,2080,Cape Cod,Brick,1.5,1947,0,1473,1,4,2,0,5120,2016-12,167000
Residential,3020452000,2950 N 85TH ST,,5,2080,Cape Cod,Brick,1,1950,0,1333,1,3,1,0,5000,2016-12,127000
Residential,3020804000,8708 W CENTER ST,,5,2080,Cape Cod,Aluminum / Vinyl,1,1950,0,1232,1,3,1,0,4800,2016-12,144500
Residential,2920186000,3215 N 81ST ST,,5,2100,Cape Cod,Brick,1,1947,0,1200,1,3,2,0,6255,2016-12,91000
Residential,3020403000,2963 N 85TH ST,,5,2080,Cape Cod,Brick,1,1950,0,1164,1,3,1,0,5000,2016-12,139900
Residential,2631022000,3618 N 77TH ST,,5,2040,Cape Cod,Aluminum / Vinyl,1,1953,0,1074,1,3,1,0,4800,2016-12,112000
Residential,2620632000,3810 N 88TH ST,,5,2040,Cape Cod,Brick,1,1949,0,1070,1,3,1,1,7000,2016-12,145000
